,id,belongs_to_collection_True,budget,language_enc,popularity,year,month,count_genre,count_country,count_company,count_splang,count_cast,count_crew,count_staff,count_keyword,castWt,prodcoWt,keywordWt,crewWt,teamWt,inEnglish
2249,2250,0,15000000,0,8.735448,2007,12,1,1,3,1,49,24,73,1,1288,46,11,480,1814,1
2535,2536,0,80000000,0,10.364794,2009,7,3,1,7,1,49,108,157,6,1086,104,123,2780,3970,1
2839,2840,1,95000000,0,11.348096,1998,7,2,1,2,1,24,16,40,6,577,16,94,282,875,1
2406,2407,0,4000000,0,14.171675,2016,10,1,1,4,1,21,89,110,15,569,62,265,2578,3209,1
2963,2964,0,0,14,1.7182369999999998,2007,11,2,1,0,1,4,1,5,2,84,0,31,19,103,0
2581,2582,0,15000000,0,13.310556,2014,8,3,2,3,1,38,16,54,3,731,64,39,316,1111,1
2092,2093,1,0,4,0.960569,1993,9,2,1,1,1,12,7,19,2,298,9,41,166,473,1
940,941,0,8000000,0,5.052049,2006,4,1,1,5,1,29,30,59,3,749,72,33,751,1572,1
620,621,0,70000000,0,10.876463000000001,1999,9,4,2,1,1,8,7,15,7,152,0,108,127,279,1
2519,2520,0,950000,0,0.8209110000000001,1973,8,3,1,2,3,9,4,13,19,178,23,322,94,295,1
1196,1197,1,30000000,0,7.566321,1998,9,2,1,3,2,19,48,67,5,337,31,67,1163,1531,1
2067,2068,0,40000000,0,8.695893,2009,10,4,1,4,1,30,39,69,7,604,49,90,1017,1670,1
1032,1033,0,5000000,8,7.66414,2004,3,4,1,3,1,20,12,32,16,367,47,216,162,576,0
1505,1506,0,28000000,0,7.954623,2016,2,4,1,6,1,22,13,35,10,523,102,169,321,946,1
1576,1577,0,4000000,0,11.609441,2003,8,1,2,1,2,22,47,69,12,453,0,174,1072,1525,1
2130,2131,1,20000000,0,14.27281,2013,4,1,1,1,1,19,22,41,5,446,4,104,518,968,1
2044,2045,0,130000000,0,19.201504,2011,10,3,2,7,1,16,47,63,10,236,72,140,1087,1395,1
1395,1396,1,0,2,7.400261,2005,7,2,1,7,3,18,18,36,1,451,128,9,390,969,1
279,280,0,65000000,0,13.455112,2004,8,3,1,4,2,20,142,162,13,397,35,207,3292,3724,1
1465,1466,1,4200000,12,8.803869,2004,6,3,1,4,2,18,12,30,9,404,39,127,193,636,0
1503,1504,0,0,0,0.0008439999999999999,1987,4,1,0,0,0,8,7,15,0,168,0,0,150,318,0
2282,2283,1,6000000,0,11.461437,1985,7,2,1,2,1,18,16,34,7,355,31,137,236,622,1
2838,2839,0,10500000,0,36.26051,2017,6,2,1,2,2,12,15,27,7,280,6,148,338,624,1
2723,2724,0,32000000,0,3.406836,1997,3,4,1,3,2,5,27,32,9,104,33,162,695,832,1
553,554,0,0,0,4.769347,1993,3,4,1,2,1,11,9,20,6,203,22,109,151,376,1
834,835,0,30000000,0,10.778027999999999,2011,6,3,1,3,1,17,22,39,10,346,32,202,405,783,1
962,963,1,19000000,0,9.262184,1995,4,4,1,2,1,32,20,52,23,782,11,433,425,1218,1
596,597,1,8000000,0,10.434018,1982,11,3,1,3,2,21,15,36,11,377,50,190,294,721,1
2451,2452,0,0,0,5.713973999999999,2013,11,3,1,4,1,12,9,21,4,267,69,66,182,518,1
802,803,0,7000000,0,3.18614,2010,8,1,2,4,1,16,19,35,2,373,73,33,352,798,1
2136,2137,1,0,0,5.612379,1989,3,2,1,1,1,11,7,18,7,231,10,97,150,391,1
2985,2986,0,37665000,0,5.388535,2006,2,4,1,2,2,21,14,35,8,304,26,136,260,590,1
2719,2720,0,100000000,0,11.51021,2016,8,3,1,4,1,19,8,27,3,430,60,47,158,648,1
440,441,1,110000000,0,12.904677000000001,2014,3,2,1,6,1,42,90,132,8,1013,125,221,2711,3849,1
508,509,0,60000,0,10.621362,1998,7,3,1,4,1,13,10,23,9,246,67,131,167,480,1
76,77,0,500000,10,0.660663,2000,5,3,1,0,3,11,7,18,0,256,0,0,171,427,1
2481,2482,0,30000000,0,9.591425,2010,11,4,2,3,1,42,18,60,7,909,42,154,316,1267,1
649,650,1,30000000,0,11.766244,2005,9,4,2,2,1,20,69,89,11,375,23,156,1754,2152,1
522,523,0,10000000,0,7.412826,2014,12,1,2,4,3,38,14,52,3,923,52,41,217,1192,1
1487,1488,0,0,0,1.014961,1980,3,4,1,1,1,11,10,21,0,203,0,0,188,391,1
2208,2209,1,0,0,7.007739,1990,8,2,1,2,2,7,2,9,4,125,25,53,37,187,1
1494,1495,0,3000000,0,10.893224,2012,8,2,1,2,1,15,63,78,12,328,23,251,1761,2112,1
654,655,0,2600000,8,8.623982,2007,9,2,1,4,1,8,25,33,15,208,57,305,596,861,0
2816,2817,0,150000,0,9.203416,2002,11,3,1,4,2,31,14,45,1,749,90,9,301,1140,1
1538,1539,0,4798235,0,9.336568,2011,8,2,1,5,2,30,31,61,16,748,109,272,694,1551,1
1423,1424,0,24000000,0,6.562982000000001,2011,9,2,1,1,1,14,4,18,5,269,0,92,93,362,1
1651,1652,1,0,11,9.206356,1996,2,6,4,1,5,17,11,28,3,474,7,41,176,657,1
630,631,0,16000000,0,12.646517999999999,2004,10,3,1,3,2,18,28,46,7,373,29,108,608,1010,1
2541,2542,0,35000000,0,11.418802000000001,2012,12,1,1,1,1,26,32,58,4,602,1,53,677,1280,1
1507,1508,0,0,0,5.378833,2001,8,3,1,4,2,10,17,27,9,174,58,162,406,638,1
2941,2942,0,30000000,0,5.781667,2002,9,4,2,3,1,15,15,30,7,267,37,112,323,627,1
482,483,0,48000000,0,4.556123,2001,10,3,1,1,1,17,6,23,11,326,0,166,124,450,1
1927,1928,0,26400000,10,4.330396,2010,10,5,1,1,3,13,21,34,9,330,4,127,535,869,1
1113,1114,1,5600000,8,8.853168,2009,9,2,1,1,1,13,5,18,8,270,9,179,104,383,0
2563,2564,0,7400000,1,2.37252,2006,8,2,1,2,2,11,25,36,2,250,35,31,660,945,1
1088,1089,0,0,8,5.759423,1995,10,4,2,3,2,38,34,72,18,904,43,335,867,1814,0
438,439,0,7000000,0,6.924072,1988,6,2,1,2,2,16,45,61,13,197,6,209,949,1152,1
1717,1718,1,120000000,0,10.246549,2014,1,2,2,3,1,16,27,43,7,310,29,132,574,913,1
2443,2444,1,68000000,0,34.047399,2010,6,4,1,5,1,42,39,81,6,919,61,108,921,1901,1
856,857,0,7000000,0,11.37237,2003,10,2,1,1,1,13,14,27,10,266,8,162,271,545,1
1983,1984,0,0,0,1.881932,1994,1,2,1,3,1,23,11,34,12,531,38,249,228,797,1
166,167,1,0,0,8.802715,1982,6,2,1,2,1,2,14,16,9,48,37,160,375,460,1
59,60,0,14000000,0,3.909079,2002,3,3,1,1,2,7,1,8,20,148,0,428,13,161,1
611,612,0,8575000,2,16.727404999999997,2016,6,3,1,3,2,8,10,18,9,188,52,158,192,432,0
530,531,1,4100000,0,3.826281,1953,9,1,1,1,1,24,15,39,2,429,0,22,291,720,1
2787,2788,0,80000000,0,14.39853,2010,1,3,1,2,1,45,85,130,5,1052,33,87,2026,3111,1
49,50,1,38000000,0,8.105708,1994,11,4,1,1,1,17,15,32,5,346,0,96,235,581,1
1883,1884,1,30000000,14,7.857666,2013,9,2,1,1,1,10,5,15,0,225,2,0,111,338,0
1011,1012,0,0,0,9.385078,1985,6,2,1,2,1,30,9,39,12,689,31,222,133,853,1
858,859,0,9750000,0,11.387338,2008,10,2,2,4,1,32,80,112,6,693,57,79,2258,3008,1
1017,1018,0,27000000,0,9.644085,2009,8,3,2,4,1,38,63,101,17,860,55,322,1598,2513,1
48,49,0,0,0,8.984386,2017,3,2,1,1,1,44,31,75,8,1211,9,158,838,2058,1
719,720,1,0,8,7.3282419999999995,2014,9,2,1,1,1,13,13,26,5,332,9,97,296,637,0
2390,2391,0,7500000,1,0.494047,2010,7,2,1,0,1,10,11,21,1,204,0,14,242,446,0
2652,2653,0,2000000,0,9.241748,1940,10,1,1,2,2,59,22,81,13,1212,24,162,407,1643,1
2246,2247,0,0,0,8.067119,2016,7,2,1,2,1,19,10,29,0,487,32,0,190,709,1
1159,1160,0,32000000,0,9.796961999999999,2011,3,3,2,2,1,24,20,44,10,529,34,160,424,987,1
632,633,0,15000000,0,6.600650999999999,1991,7,4,1,1,1,13,12,25,7,257,11,109,247,515,1
1338,1339,0,12000000,0,12.01334,2008,9,6,6,7,1,15,26,41,0,349,93,0,664,1106,1
2127,2128,1,60000000,0,8.142251,2001,7,2,1,6,4,8,10,18,5,131,93,91,219,443,1
2602,2603,0,0,0,3.581434,2010,9,3,1,4,1,8,23,31,0,171,31,0,533,735,1
1436,1437,0,0,0,1.123409,2004,11,3,1,1,2,7,6,13,0,130,18,0,133,281,0
25,26,0,0,0,1.252367,1992,10,4,2,4,1,15,14,29,0,311,40,0,301,652,1
2965,2966,0,61000000,0,13.52408,2012,12,3,2,4,1,0,0,0,15,0,55,228,0,55,1
219,220,0,2600000,0,2.203949,2004,7,1,2,0,1,14,8,22,11,182,0,167,117,299,1
2818,2819,0,0,0,13.58903,1993,11,3,1,3,1,10,18,28,5,200,19,110,440,659,1
276,277,0,2915739,18,0.558002,2009,1,3,1,0,1,6,8,14,1,172,0,12,255,427,0
2157,2158,0,8000000,0,15.206957000000001,1986,8,2,1,4,1,16,14,30,12,174,68,332,202,444,1
1480,1481,0,1752000,0,11.709777,1950,8,1,1,1,1,59,31,90,11,1395,0,198,649,2044,1
1235,1236,0,7000000,0,15.280219,2010,5,2,2,3,1,15,15,30,14,352,26,256,317,695,1
1593,1594,0,45000000,0,6.8410899999999994,2005,8,2,1,2,2,21,57,78,10,457,7,200,1462,1926,1
999,1000,0,0,4,10.101183,1973,5,2,2,3,2,22,17,39,8,504,26,142,363,893,1
2140,2141,0,0,0,3.451518,2006,10,3,4,3,3,13,13,26,6,234,33,92,208,475,1
361,362,1,2200000,10,1.132835,2010,5,3,1,2,1,19,6,25,3,503,28,97,148,679,0
1457,1458,0,0,0,3.191386,2014,10,1,1,1,1,15,13,28,4,341,5,76,283,629,1
1993,1994,0,0,0,6.0955,2014,8,4,1,3,1,20,10,30,4,466,61,75,203,730,1
1671,1672,0,15000000,0,12.860385,1996,5,4,1,1,1,15,7,22,14,261,0,250,135,396,1
2334,2335,0,10000000,0,8.406056,2008,2,3,1,3,1,16,2,18,6,370,43,104,47,460,0
1650,1651,0,1400000,0,12.063080000000001,1950,11,1,1,1,2,21,25,46,21,356,0,389,473,829,1
1835,1836,1,3000000,0,8.733191999999999,1988,7,4,1,3,1,14,8,22,5,339,24,92,184,547,1
1114,1115,0,17000000,0,10.250997,2011,9,3,1,6,1,35,45,80,1,817,69,13,1041,1927,1
1846,1847,0,4000000,6,3.92107,2008,11,3,2,5,3,15,19,34,2,338,52,34,439,829,1
1317,1318,0,722083,0,0.817488,2014,11,2,1,0,3,6,2,8,0,137,0,0,21,158,1
2629,2630,1,0,0,14.657754,1996,3,4,2,1,0,19,6,25,0,354,0,0,134,488,0
297,298,0,25000000,0,8.364587,2003,2,3,1,2,3,9,9,18,8,166,37,130,156,359,1
1313,1314,0,33000000,4,19.628834,2014,2,2,2,9,2,21,8,29,15,455,128,285,196,779,1
937,938,0,0,0,1.54105,2013,3,2,2,1,1,45,10,55,1,998,9,11,222,1229,0
240,241,0,0,0,2.592927,1997,10,2,1,2,1,7,17,24,7,121,17,117,321,459,1
1432,1433,0,38000000,0,8.450799,2009,7,2,1,2,1,74,17,91,5,1887,26,97,373,2286,1
582,583,0,20000000,0,9.351557000000001,2007,10,2,1,9,1,18,16,34,11,270,130,192,274,674,1
2906,2907,0,21000000,0,10.234919,1993,6,3,1,1,1,23,27,50,19,435,5,266,562,1002,1
1954,1955,0,0,0,4.322544000000001,1994,4,2,1,1,3,43,11,54,5,1014,10,82,213,1237,1
1334,1335,0,120000000,0,7.888013000000001,2011,1,3,1,3,2,13,15,28,16,243,41,297,276,560,1
1729,1730,0,5200000,1,1.8911380000000002,1998,8,2,1,2,3,21,18,39,11,500,36,241,462,998,0
1672,1673,0,10000000,0,7.676017,2010,11,1,1,5,1,13,22,35,10,307,68,182,542,917,1
350,351,0,110000000,0,13.1984,2016,9,2,2,6,1,18,63,81,12,416,114,234,1504,2034,1
2745,2746,0,0,0,3.5538870000000005,2001,3,2,3,4,2,20,2,22,1,387,59,9,37,483,1
1220,1221,0,15000000,0,7.9420839999999995,2016,4,2,1,1,1,29,18,47,10,754,0,190,453,1207,1
349,350,0,350000,0,2.96237,2004,12,1,1,5,2,5,2,7,6,127,110,108,37,274,1
1518,1519,0,0,0,0.07588500000000001,1990,9,1,2,0,1,4,4,8,1,120,0,20,112,232,1
2547,2548,0,150000000,0,11.379355,2007,12,5,1,6,1,13,23,36,9,309,83,187,437,829,1
643,644,0,13000000,0,2.326115,1998,5,2,1,3,1,12,2,14,4,270,45,83,32,347,1
2835,2836,0,14000000,0,8.204894,2010,3,1,1,4,1,27,1,28,3,672,48,54,15,735,1
944,945,0,16000000,2,4.136356,2009,6,4,1,3,2,13,13,26,15,289,41,267,319,649,1
1462,1463,0,8000000,0,8.172013,2010,7,2,1,1,1,28,28,56,9,715,5,153,653,1373,1
657,658,0,0,0,11.959887,1985,8,2,1,2,1,23,21,44,7,547,25,141,446,1018,1
2702,2703,0,30000000,0,5.364459,2006,3,1,1,2,1,8,15,23,4,118,17,62,250,385,1
2893,2894,0,2700000,0,7.5253820000000005,1978,7,1,1,3,1,41,40,81,11,791,33,218,771,1595,1
1236,1237,0,60000000,0,8.810961,2003,10,2,1,3,3,16,15,31,7,289,20,123,239,548,1
2467,2468,0,18000000,0,7.471655,1986,10,4,1,2,1,17,8,25,2,317,10,30,130,457,1
647,648,0,9000000,0,14.304205,1968,10,1,1,3,1,31,16,47,5,715,24,88,373,1112,1
1125,1126,1,60000000,0,13.214068,2001,4,4,3,6,2,11,27,38,4,175,59,62,579,813,1
1110,1111,0,0,0,1.943323,1994,9,4,0,1,1,7,1,8,0,106,5,0,19,130,1
2650,2651,1,7000000,0,9.218164,2008,3,2,2,2,1,10,21,31,5,194,26,94,468,688,1
1940,1941,0,30000000,0,5.1883989999999995,1995,8,4,1,1,1,11,8,19,8,201,0,133,149,350,1
538,539,1,48000000,0,14.788986999999999,1989,5,2,1,2,3,51,46,97,18,1011,0,275,868,1879,1
1048,1049,1,5000000,0,8.466725,2006,5,1,1,2,1,21,8,29,3,386,27,60,118,531,1
2983,2984,0,35000000,0,5.660835,1997,4,2,1,3,1,39,2,41,0,851,50,0,45,946,1
2375,2376,0,60000000,0,7.667874,2007,2,1,1,3,1,15,9,24,2,370,24,38,188,582,1
2209,2210,1,300000000,0,31.363664,2007,5,3,1,3,1,34,32,66,16,438,26,268,575,1039,1
2338,2339,0,63000000,0,63.869599,1999,10,1,2,7,1,77,107,184,7,1804,88,98,2863,4755,1
2162,2163,0,0,0,7.817811,1995,1,3,1,2,1,14,10,24,7,321,19,157,215,555,1
801,802,0,3000000,0,12.822085000000001,2016,5,3,5,5,1,22,15,37,4,581,84,83,364,1029,1
786,787,1,19000000,0,8.385361,2004,7,1,2,4,3,67,31,98,13,1908,74,225,753,2735,1
2694,2695,1,0,0,6.769866,1979,5,3,1,2,1,33,10,43,17,732,29,351,208,969,1
2040,2041,0,0,0,9.04083,2007,9,3,1,1,4,10,20,30,6,194,10,72,439,643,1
788,789,0,0,0,3.457153,2015,1,2,1,0,1,4,3,7,7,105,0,119,50,155,1
2183,2184,0,0,0,5.141952,1992,4,1,1,1,1,9,5,14,3,200,0,55,95,295,1
2468,2469,1,25000000,0,6.497591000000001,1996,5,4,2,3,1,23,63,86,18,534,37,352,1371,1942,1
2013,2014,0,0,0,0.444226,1998,3,1,0,0,3,8,2,10,4,129,0,51,36,165,1
714,715,0,9250000,0,2.132964,1979,11,3,1,1,1,12,20,32,3,250,0,53,402,652,1
803,804,0,15000000,0,11.179855,1973,11,2,1,1,1,15,15,30,13,305,7,215,338,650,1
2008,2009,0,0,12,1.592152,2007,6,2,1,0,1,8,3,11,4,140,0,61,58,198,0
2761,2762,0,1089360,29,0.663231,2009,5,2,1,5,1,15,2,17,1,460,123,26,44,627,0
123,124,0,25000000,0,8.369176,2000,3,3,1,2,2,15,7,22,6,300,37,147,129,466,1
1808,1809,0,0,0,1.5120129999999998,2002,10,2,1,1,2,4,7,11,4,88,6,43,142,236,0
2286,2287,0,75000000,0,7.762917,2011,11,2,1,4,1,55,19,74,17,1414,46,378,379,1839,1
2147,2148,1,3200000,0,11.504558,1968,6,3,1,2,1,23,14,37,10,369,6,200,156,531,1
618,619,0,4500000,0,14.658885,1982,8,1,1,2,1,34,15,49,24,686,27,489,316,1029,1
406,407,0,30000000,0,11.781895,1992,7,3,1,2,2,15,43,58,7,281,20,124,1020,1321,1
1157,1158,0,3500000,2,6.261686,2012,10,2,1,1,1,7,8,15,5,188,13,84,204,405,0
1068,1069,0,0,0,0.6194810000000001,1987,2,2,1,0,2,4,1,5,0,45,0,0,17,62,1
1133,1134,0,2000000,0,6.5360059999999995,1999,9,2,1,5,1,24,26,50,16,455,41,316,504,1000,1
2905,2906,0,8000000,0,2.93818,1997,1,2,1,1,1,7,3,10,4,146,1,72,48,195,1
497,498,0,15000000,0,18.451321,1992,11,3,1,1,1,15,9,24,7,328,10,96,192,530,1
1061,1062,0,0,0,7.356831,1985,2,2,1,1,1,24,12,36,9,596,0,149,268,864,1
325,326,1,71000000,0,9.439079,1998,6,3,1,3,1,16,11,27,2,244,15,47,137,396,1
342,343,0,0,0,0.7676310000000001,2005,4,2,1,1,1,9,4,13,4,160,8,58,87,255,1
2356,2357,0,65000000,0,9.782014,1991,5,3,1,2,2,8,12,20,4,123,31,67,179,333,1
2266,2267,0,70000000,0,9.963078999999999,2000,12,2,1,4,2,110,95,205,5,3176,43,97,2460,5679,1
782,783,1,40000000,0,13.689855,1989,11,4,1,3,1,55,29,84,17,1289,24,303,448,1761,1
2367,2368,0,0,0,5.439941999999999,1990,1,2,1,1,2,13,7,20,4,191,0,73,102,293,1
299,300,0,9000000,0,1.8080900000000002,1991,11,4,1,1,1,15,5,20,0,321,6,0,117,444,1
1461,1462,0,0,0,4.619915,1995,9,4,1,3,1,18,17,35,18,383,36,335,333,752,1
2373,2374,0,12000000,0,11.213913,2013,8,3,1,2,1,28,12,40,3,653,26,34,231,910,1
303,304,0,0,0,5.385108,1993,6,2,1,1,1,9,6,15,0,159,1,0,122,282,1
1237,1238,1,11000000,0,8.046375,1983,8,2,2,3,1,13,8,21,5,209,26,88,178,413,1
2571,2572,0,0,0,5.7396,2014,4,1,1,2,2,15,11,26,0,289,31,0,253,573,1
