,Actor_ID,Actor_Name,numtimesDS,actorWt
36070,8265,John Michael Higgins,14,0.4117647058823529
38499,517,Pierce Brosnan,14,0.4117647058823529
38197,1245,Scarlett Johansson,14,0.4117647058823529
37163,4135,Robert Redford,14,0.4117647058823529
38176,1327,Ian McKellen,14,0.4117647058823529
34602,14329,Dean Norris,14,0.4117647058823529
33111,21089,Bruce Greenwood,14,0.4117647058823529
37028,4691,James Gandolfini,14,0.4117647058823529
36559,6383,Aaron Eckhart,14,0.4117647058823529
36422,6885,Charlize Theron,14,0.4117647058823529
37062,4492,Philip Baker Hall,14,0.4117647058823529
34003,16861,John Hawkes,14,0.4117647058823529
37523,3051,Toni Collette,14,0.4117647058823529
37484,3131,Antonio Banderas,14,0.4117647058823529
38617,206,Jim Carrey,14,0.4117647058823529
37817,2282,Ben Kingsley,14,0.4117647058823529
37790,2372,Ron Perlman,14,0.4117647058823529
33501,19292,Adam Sandler,14,0.4117647058823529
37477,3141,Marisa Tomei,14,0.4117647058823529
33454,19492,Viola Davis,14,0.4117647058823529
37851,2227,Nicole Kidman,14,0.4117647058823529
37691,2628,Kiefer Sutherland,14,0.4117647058823529
37553,2975,Laurence Fishburne,14,0.4117647058823529
36852,5309,Judi Dench,13,0.38235294117647056
28914,56734,Chloë Grace Moretz,13,0.38235294117647056
34914,12799,Jeremy Piven,13,0.38235294117647056
26716,73931,Bette Midler,13,0.38235294117647056
37546,2983,Mark Strong,13,0.38235294117647056
30697,40481,Luis Guzmán,13,0.38235294117647056
33746,18082,Timothy Olyphant,13,0.38235294117647056
34830,13242,Paul Giamatti,13,0.38235294117647056
33826,17696,Kathryn Hahn,13,0.38235294117647056
38559,352,Dennis Haysbert,13,0.38235294117647056
38608,227,William Hurt,13,0.38235294117647056
37149,4173,Anthony Hopkins,13,0.38235294117647056
38437,658,Alfred Molina,13,0.38235294117647056
36403,6941,Cameron Diaz,13,0.38235294117647056
33960,17141,Greg Kinnear,13,0.38235294117647056
36886,5170,Mike Starr,13,0.38235294117647056
36889,5151,Beth Grant,13,0.38235294117647056
37591,2882,Diane Lane,13,0.38235294117647056
36911,5048,Harry Dean Stanton,13,0.38235294117647056
34682,13922,Seth Green,13,0.38235294117647056
37573,2954,Jeffrey Wright,13,0.38235294117647056
37571,2956,Amanda Peet,13,0.38235294117647056
30353,43775,Jane Lynch,13,0.38235294117647056
37045,4587,Halle Berry,13,0.38235294117647056
33903,17401,Stephen Root,13,0.38235294117647056
38517,478,Jamie Bell,13,0.38235294117647056
37064,4483,Dustin Hoffman,13,0.38235294117647056
36401,6944,Octavia Spencer,13,0.38235294117647056
35951,8691,Zoe Saldana,13,0.38235294117647056
38659,63,Milla Jovovich,13,0.38235294117647056
38172,1331,Hugo Weaving,13,0.38235294117647056
31081,36801,Adam Scott,13,0.38235294117647056
37940,2053,Bill Paxton,13,0.38235294117647056
38191,1269,Kevin Costner,13,0.38235294117647056
37812,2295,Mickey Rourke,13,0.38235294117647056
38667,48,Sean Bean,13,0.38235294117647056
35598,10127,Jon Voight,13,0.38235294117647056
38648,103,Mark Ruffalo,13,0.38235294117647056
38647,109,Elijah Wood,13,0.38235294117647056
35683,9780,Angela Bassett,13,0.38235294117647056
35379,10814,Wesley Snipes,13,0.38235294117647056
36149,7907,John Ratzenberger,13,0.38235294117647056
38644,113,Christopher Lee,13,0.38235294117647056
35267,11160,Danny Trejo,13,0.38235294117647056
38641,118,Geoffrey Rush,13,0.38235294117647056
36399,6949,John Malkovich,13,0.38235294117647056
38047,1771,Giovanni Ribisi,12,0.35294117647058826
37001,4756,Matthew Broderick,12,0.35294117647058826
35631,10017,Charlton Heston,12,0.35294117647058826
38240,1158,Al Pacino,12,0.35294117647058826
29521,53256,Terry Crews,12,0.35294117647058826
29439,53650,Anthony Mackie,12,0.35294117647058826
35886,8891,John Travolta,12,0.35294117647058826
36128,8170,Eva Mendes,12,0.35294117647058826
35881,8924,Frank Langella,12,0.35294117647058826
35879,8930,John Cleese,12,0.35294117647058826
32458,26485,Jim Belushi,12,0.35294117647058826
36764,5576,Val Kilmer,12,0.35294117647058826
36839,5344,Meg Ryan,12,0.35294117647058826
33724,18277,Sandra Bullock,12,0.35294117647058826
38365,825,Stacy Keach,12,0.35294117647058826
38636,134,Jamie Foxx,12,0.35294117647058826
36589,6197,Brian Dennehy,12,0.35294117647058826
25350,83586,Ken Jeong,12,0.35294117647058826
36615,6161,Jennifer Connelly,12,0.35294117647058826
35066,12052,Gwyneth Paltrow,12,0.35294117647058826
35063,12074,John Lithgow,12,0.35294117647058826
35061,12077,Jim Cummings,12,0.35294117647058826
38626,190,Clint Eastwood,12,0.35294117647058826
38087,1665,Eddie Marsan,12,0.35294117647058826
36680,5916,Rosario Dawson,12,0.35294117647058826
36326,7132,Onofrio,12,0.35294117647058826
25599,81681,Hare,12,0.35294117647058826
30890,38673,Channing Tatum,12,0.35294117647058826
32888,22250,Rance Howard,12,0.35294117647058826
34916,12797,Glenn Morshower,12,0.35294117647058826
38159,1370,Brad Dourif,12,0.35294117647058826
38631,147,Michael Madsen,12,0.35294117647058826
25595,81685,Frank Grillo,12,0.35294117647058826
38251,1121,Benicio del Toro,12,0.35294117647058826
34444,14991,Jay Leno,12,0.35294117647058826
37988,1920,Winona Ryder,12,0.35294117647058826
34247,15852,Ashley Judd,12,0.35294117647058826
31856,30614,Ryan Gosling,12,0.35294117647058826
38504,504,Tim Robbins,12,0.35294117647058826
37498,3092,Diane Keaton,12,0.35294117647058826
37346,3489,Naomi Watts,12,0.35294117647058826
37996,1907,Kathy Baker,12,0.35294117647058826
37380,3392,Michael Douglas,12,0.35294117647058826
34002,16866,Jennifer Lopez,12,0.35294117647058826
38537,418,Robert Patrick,12,0.35294117647058826
37504,3085,James Caan,12,0.35294117647058826
34270,15735,Helen Mirren,12,0.35294117647058826
37514,3063,Tilda Swinton,12,0.35294117647058826
38487,532,Joe Pantoliano,12,0.35294117647058826
26758,73421,Joaquin Phoenix,12,0.35294117647058826
38561,350,Laura Linney,12,0.35294117647058826
33179,20766,Richard E. Grant,12,0.35294117647058826
33849,17605,Idris Elba,11,0.3235294117647059
37770,2440,Bill Nighy,11,0.3235294117647059
37124,4252,Tony Shalhoub,11,0.3235294117647059
34896,12835,Vin Diesel,11,0.3235294117647059
34897,12834,Barry Pepper,11,0.3235294117647059
35773,9273,Amy Adams,11,0.3235294117647059
35925,8785,Ciarán Hinds,11,0.3235294117647059
38343,886,William Fichtner,11,0.3235294117647059
27211,67773,Steve Martin,11,0.3235294117647059
35424,10696,Famke Janssen,11,0.3235294117647059
37898,2130,Cary Elwes,11,0.3235294117647059
37731,2505,James Cromwell,11,0.3235294117647059
32891,22226,Paul Rudd,11,0.3235294117647059
29090,55536,Melissa McCarthy,11,0.3235294117647059
34846,13014,Toby Jones,11,0.3235294117647059
35824,9137,Renée Zellweger,11,0.3235294117647059
38519,454,Michael Peña,11,0.3235294117647059
37951,2037,Cillian Murphy,11,0.3235294117647059
37080,4432,Frances Conroy,11,0.3235294117647059
38330,938,Djimon Hounsou,11,0.3235294117647059
35865,8984,Bill Pullman,11,0.3235294117647059
25429,83002,Jessica Chastain,11,0.3235294117647059
34009,16851,Josh Brolin,11,0.3235294117647059
32746,24045,Joseph Gordon-Levitt,11,0.3235294117647059
37986,1923,Robbie Coltrane,11,0.3235294117647059
38094,1640,Stellan Skarsgård,11,0.3235294117647059
38646,110,Viggo Mortensen,11,0.3235294117647059
34878,12900,Wallace Shawn,11,0.3235294117647059
27063,69597,Drew Barrymore,11,0.3235294117647059
34773,13472,Tim Curry,11,0.3235294117647059
32022,29685,Kurt Fuller,11,0.3235294117647059
32453,26510,Eugene Levy,11,0.3235294117647059
35685,9778,Ice Cube,11,0.3235294117647059
36888,5168,Gabriel Byrne,11,0.3235294117647059
26962,70851,Jack Black,11,0.3235294117647059
33503,19278,Bill Hader,11,0.3235294117647059
33539,19159,Thomas Haden Church,11,0.3235294117647059
36437,6832,Melissa Leo,11,0.3235294117647059
35655,9906,Desmond Llewelyn,11,0.3235294117647059
33188,20750,Judy Greer,11,0.3235294117647059
38489,529,Guy Pearce,11,0.3235294117647059
33590,18897,Jackie Chan,11,0.3235294117647059
38371,819,Edward Norton,11,0.3235294117647059
33221,20582,Michael Papajohn,11,0.3235294117647059
30147,46074,Rachael Harris,11,0.3235294117647059
33841,17647,Michelle Rodriguez,11,0.3235294117647059
35553,10297,Matthew McConaughey,11,0.3235294117647059
20793,141762,Joe Chrest,11,0.3235294117647059
37846,2232,Michael Keaton,11,0.3235294117647059
38492,524,Natalie Portman,11,0.3235294117647059
35097,11885,John C. McGinley,11,0.3235294117647059
36342,7056,Emma Thompson,10,0.29411764705882354
26809,72855,Felicity Jones,10,0.29411764705882354
38348,879,Billy Bob Thornton,10,0.29411764705882354
38642,116,Keira Knightley,10,0.29411764705882354
37344,3491,Thomas Kretschmann,10,0.29411764705882354
34277,15661,Clint Howard,10,0.29411764705882354
35319,11006,James Marsden,10,0.29411764705882354
35292,11086,Michael Ironside,10,0.29411764705882354
35250,11207,David Thewlis,10,0.29411764705882354
23486,102441,Dick Miller,10,0.29411764705882354
35304,11066,Hal Holbrook,10,0.29411764705882354
31532,33192,Joel Edgerton,10,0.29411764705882354
35340,10959,Shia LaBeouf,10,0.29411764705882354
38170,1333,Andy Serkis,10,0.29411764705882354
38244,1146,Julie Delpy,10,0.29411764705882354
38562,349,Scott Glenn,10,0.29411764705882354
27099,69122,Heather Graham,10,0.29411764705882354
34131,16431,Sam Elliott,10,0.29411764705882354
29432,53714,Rachel McAdams,10,0.29411764705882354
37457,3197,Tom Sizemore,10,0.29411764705882354
35721,9599,Cloris Leachman,10,0.29411764705882354
37946,2047,Danny Glover,10,0.29411764705882354
38279,1063,Lea Thompson,10,0.29411764705882354
37867,2201,Max von Sydow,10,0.29411764705882354
35547,10360,Robert Prosky,10,0.29411764705882354
29596,52848,Isla Fisher,10,0.29411764705882354
30924,38334,Jennifer Coolidge,10,0.29411764705882354
33609,18792,Delroy Lindo,10,0.29411764705882354
30616,41091,Kristen Wiig,10,0.29411764705882354
38199,1243,Woody Allen,10,0.29411764705882354
37421,3291,Hugh Grant,10,0.29411764705882354
38664,52,David Morse,10,0.29411764705882354
33632,18686,Holly Hunter,10,0.29411764705882354
33719,18284,Loretta Devine,10,0.29411764705882354
37488,3127,Lili Taylor,10,0.29411764705882354
38314,973,Jason Flemyng,10,0.29411764705882354
36130,8167,Paul Walker,10,0.29411764705882354
34234,15900,Paul Dooley,10,0.29411764705882354
38178,1294,Missi Pyle,10,0.29411764705882354
37374,3417,Tony Goldwyn,10,0.29411764705882354
35359,10882,Rosamund Pike,10,0.29411764705882354
35246,11275,Stephen Fry,10,0.29411764705882354
38571,326,Kim Basinger,10,0.29411764705882354
26394,76512,Jason Clarke,10,0.29411764705882354
38005,1896,Don Cheadle,10,0.29411764705882354
37225,3968,Michael Sheen,10,0.29411764705882354
37206,4029,Bob Gunton,10,0.29411764705882354
37683,2641,Martin Landau,10,0.29411764705882354
36721,5726,Cedric the Entertainer,10,0.29411764705882354
36740,5658,Michael Gambon,10,0.29411764705882354
30692,40543,John Ortiz,10,0.29411764705882354
33317,20212,Dermot Mulroney,10,0.29411764705882354
32936,21944,Burt Kwouk,10,0.29411764705882354
33816,17764,Charles S. Dutton,10,0.29411764705882354
34801,13333,Vanessa Redgrave,10,0.29411764705882354
36796,5470,Kristin Scott Thomas,10,0.29411764705882354
34765,13525,Matt Craven,10,0.29411764705882354
36595,6181,Josh Pais,10,0.29411764705882354
34761,13550,Elias Koteas,10,0.29411764705882354
32982,21657,Vera Farmiga,10,0.29411764705882354
27443,65717,Jon Hamm,10,0.29411764705882354
33126,21029,Billy Burke,10,0.29411764705882354
38484,537,Stephen Tobolowsky,10,0.29411764705882354
30826,39390,Michael Kenneth Williams,10,0.29411764705882354
33959,17142,Paul Dano,10,0.29411764705882354
33850,17604,Jeremy Renner,10,0.29411764705882354
33101,21127,Bobby Cannavale,10,0.29411764705882354
33931,17276,Gerard Butler,10,0.29411764705882354
38466,591,Brion James,10,0.29411764705882354
38095,1639,Emily Watson,10,0.29411764705882354
36741,5657,Anjelica Huston,10,0.29411764705882354
25239,84223,Anna Kendrick,10,0.29411764705882354
35223,11357,Bruce Campbell,10,0.29411764705882354
35179,11616,Olivia Williams,10,0.29411764705882354
33748,18071,Geoffrey Lewis,10,0.29411764705882354
35221,11367,Bradley Whitford,10,0.29411764705882354
32806,23626,Liev Schreiber,10,0.29411764705882354
38634,139,Uma Thurman,10,0.29411764705882354
35211,11398,Cary-Hiroyuki Tagawa,10,0.29411764705882354
32791,23659,Will Ferrell,10,0.29411764705882354
33297,20286,Toby Kebbell,10,0.29411764705882354
38366,824,Ethan Suplee,10,0.29411764705882354
37803,2314,Peter Falk,9,0.2647058823529412
38008,1893,Casey Affleck,9,0.2647058823529412
38225,1173,Mark Margolis,9,0.2647058823529412
37945,2048,Gary Busey,9,0.2647058823529412
29557,52995,Edward Herrmann,9,0.2647058823529412
38217,1210,Héctor Elizondo,9,0.2647058823529412
38216,1211,Larry Miller,9,0.2647058823529412
36471,6692,Caroline Goodall,9,0.2647058823529412
30620,41087,Leslie Mann,9,0.2647058823529412
37147,4175,Jeffrey Tambor,9,0.2647058823529412
38234,1164,F. Murray Abraham,9,0.2647058823529412
36797,5469,Ralph Fiennes,9,0.2647058823529412
36979,4808,Giancarlo Esposito,9,0.2647058823529412
37471,3150,Tony Curtis,9,0.2647058823529412
37768,2449,Kevin McNally,9,0.2647058823529412
38247,1125,Ewen Bremner,9,0.2647058823529412
31104,36422,Luke Wilson,9,0.2647058823529412
38246,1137,Juliette Binoche,9,0.2647058823529412
37050,4566,Alan Rickman,9,0.2647058823529412
37082,4430,Sharon Stone,9,0.2647058823529412
35894,8854,Bill Cobbs,9,0.2647058823529412
37044,4589,Benjamin Bratt,9,0.2647058823529412
18037,221581,Rebel Wilson,9,0.2647058823529412
37527,3041,Marshall Bell,9,0.2647058823529412
37311,3636,Paul Newman,9,0.2647058823529412
36418,6905,Bruce Dern,9,0.2647058823529412
37854,2224,Christian Slater,9,0.2647058823529412
37586,2887,Tom Waits,9,0.2647058823529412
37086,4391,Charles Dance,9,0.2647058823529412
30936,38085,Keefe,9,0.2647058823529412
36029,8436,Miranda Richardson,9,0.2647058823529412
36505,6574,Clancy Brown,9,0.2647058823529412
38117,1579,Maggie Gyllenhaal,9,0.2647058823529412
37881,2165,Rosanna Arquette,9,0.2647058823529412
32132,28640,Molly Shannon,9,0.2647058823529412
31692,31717,January Jones,9,0.2647058823529412
38182,1283,Helena Bonham Carter,9,0.2647058823529412
36564,6355,Roy Scheider,9,0.2647058823529412
37218,3982,Xander Berkeley,9,0.2647058823529412
37505,3084,Marlon Brando,9,0.2647058823529412
37993,1910,Caroline Aaron,9,0.2647058823529412
37237,3911,John Carroll Lynch,9,0.2647058823529412
32156,28412,Rebecca De Mornay,9,0.2647058823529412
37706,2561,Victor Argo,9,0.2647058823529412
37987,1922,Catherine Zeta-Jones,9,0.2647058823529412
38169,1336,Jet Li,9,0.2647058823529412
36230,7497,Holt McCallany,9,0.2647058823529412
36231,7489,Parker Posey,9,0.2647058823529412
36592,6193,Leonardo DiCaprio,9,0.2647058823529412
36612,6164,Josh Lucas,9,0.2647058823529412
30899,38582,David Krumholtz,9,0.2647058823529412
30828,39388,Amy Ryan,9,0.2647058823529412
38185,1276,Patricia Clarkson,9,0.2647058823529412
38152,1462,Tim Blake Nelson,9,0.2647058823529412
36052,8329,Radha Mitchell,9,0.2647058823529412
37154,4165,John Wayne,9,0.2647058823529412
21479,129868,J.D. Evermore,9,0.2647058823529412
37873,2176,Tommy Lee Jones,9,0.2647058823529412
37983,1926,Eddie Izzard,9,0.2647058823529412
21754,125025,Joey King,9,0.2647058823529412
36035,8399,Christopher Fairbank,9,0.2647058823529412
36767,5563,James Coburn,9,0.2647058823529412
37345,3490,Adrien Brody,9,0.2647058823529412
31816,31028,Richard Schiff,9,0.2647058823529412
38000,1903,Alan Arkin,9,0.2647058823529412
32289,27578,Ellen Page,9,0.2647058823529412
36760,5587,Hank Azaria,9,0.2647058823529412
22042,121323,Bess Flowers,9,0.2647058823529412
37649,2714,Lance Henriksen,9,0.2647058823529412
38188,1272,Richard Bradford,9,0.2647058823529412
30957,37917,Kristen Stewart,9,0.2647058823529412
37060,4495,Steve Carell,9,0.2647058823529412
35704,9642,Jude Law,9,0.2647058823529412
35876,8945,Kevin Kline,9,0.2647058823529412
34051,16644,Dolph Lundgren,9,0.2647058823529412
32750,23975,Lee Garlington,9,0.2647058823529412
34323,15440,Jared Harris,9,0.2647058823529412
35332,10981,Fiona Shaw,9,0.2647058823529412
34318,15455,Tate Donovan,9,0.2647058823529412
34304,15543,Derek Luke,9,0.2647058823529412
38521,452,Margo Martindale,9,0.2647058823529412
34262,15758,Queen Latifah,9,0.2647058823529412
35363,10872,Patton Oswalt,9,0.2647058823529412
34235,15899,Jenifer Lewis,9,0.2647058823529412
26923,71403,Rob Riggle,9,0.2647058823529412
35368,10859,Ryan Reynolds,9,0.2647058823529412
35377,10823,Kris Kristofferson,9,0.2647058823529412
34192,16180,Robert Picardo,9,0.2647058823529412
35423,10697,Alan Cumming,9,0.2647058823529412
38555,378,Jonathan Pryce,9,0.2647058823529412
34120,16475,Burt Reynolds,9,0.2647058823529412
35430,10690,Anna Paquin,9,0.2647058823529412
35440,10671,Joe Don Baker,9,0.2647058823529412
27119,68842,John Cho,9,0.2647058823529412
35450,10657,Shane Rimmer,9,0.2647058823529412
34104,16525,Joe Spinell,9,0.2647058823529412
33157,20818,Allen Covert,9,0.2647058823529412
32753,23967,Mary Ellen Trainor,9,0.2647058823529412
34375,15277,Jon Favreau,9,0.2647058823529412
35190,11512,John Heard,9,0.2647058823529412
35109,11857,John Gielgud,9,0.2647058823529412
35051,12132,Michael Rooker,9,0.2647058823529412
34949,12646,Quinn,9,0.2647058823529412
38410,723,Patrick Swayze,9,0.2647058823529412
35155,11705,Michelle Monaghan,9,0.2647058823529412
34866,12950,George Kennedy,9,0.2647058823529412
28781,57599,Seann William Scott,9,0.2647058823529412
32958,21731,Michael McKean,9,0.2647058823529412
28704,58225,Zach Galifianakis,9,0.2647058823529412
33008,21523,Ed Lauter,9,0.2647058823529412
34377,15274,E.G. Daily,9,0.2647058823529412
35225,11355,Jason Isaacs,9,0.2647058823529412
33089,21163,Gary Cole,9,0.2647058823529412
34474,14892,Rosemarie DeWitt,9,0.2647058823529412
33112,21088,Alan Tudyk,9,0.2647058823529412
35288,11107,Ben Foster,9,0.2647058823529412
38345,883,Will Patton,9,0.2647058823529412
34439,15011,Brent Briscoe,9,0.2647058823529412
34412,15111,Jean-Claude Van Damme,9,0.2647058823529412
26680,74242,Shea Whigham,9,0.2647058823529412
35498,10489,Jack McGee,9,0.2647058823529412
38322,955,Penélope Cruz,9,0.2647058823529412
33345,20089,Jena Malone,9,0.2647058823529412
34018,16828,Chris Evans,9,0.2647058823529412
27804,62784,Billy Slaughter,9,0.2647058823529412
38619,204,Kate Winslet,9,0.2647058823529412
27435,65731,Sam Worthington,9,0.2647058823529412
28154,60875,David Jensen,9,0.2647058823529412
38666,49,Maria Bello,9,0.2647058823529412
33447,19536,Josh Duhamel,9,0.2647058823529412
33399,19839,David Paymer,9,0.2647058823529412
29270,54691,Christopher Mintz-Plasse,9,0.2647058823529412
15386,994259,Marco Perella,9,0.2647058823529412
38657,65,Ian Holm,9,0.2647058823529412
38687,4,Carrie Fisher,9,0.2647058823529412
33685,18352,Patrick Dempsey,9,0.2647058823529412
35522,10430,Fred Ward,9,0.2647058823529412
33961,17140,Abigail Breslin,9,0.2647058823529412
38643,114,Orlando Bloom,9,0.2647058823529412
33700,18313,Michael Rispoli,9,0.2647058823529412
35866,8979,Patrick Malahide,9,0.2647058823529412
38623,194,Richard Harris,9,0.2647058823529412
33825,17697,John Krasinski,9,0.2647058823529412
36990,4785,Jeff Goldblum,8,0.23529411764705882
38046,1772,Anna Faris,8,0.23529411764705882
36938,4963,Woody Strode,8,0.23529411764705882
34678,13936,Frankie Faison,8,0.23529411764705882
37938,2055,Robert Davi,8,0.23529411764705882
28647,58478,Kevin Nealon,8,0.23529411764705882
34623,14261,David Niven,8,0.23529411764705882
37021,4726,Marcia Gay Harden,8,0.23529411764705882
33052,21320,Danielle Harris,8,0.23529411764705882
37059,4496,Nora Dunn,8,0.23529411764705882
38469,588,M. Emmet Walsh,8,0.23529411764705882
37063,4491,Jennifer Aniston,8,0.23529411764705882
38472,585,Rutger Hauer,8,0.23529411764705882
33097,21131,Joe Lo Truglio,8,0.23529411764705882
30268,44792,Art LaFleur,8,0.23529411764705882
26002,78798,Tom Kenny,8,0.23529411764705882
34703,13784,Burt Lancaster,8,0.23529411764705882
30131,46593,Emile Hirsch,8,0.23529411764705882
36637,6066,Dash Mihok,8,0.23529411764705882
27942,62036,Robert Carradine,8,0.23529411764705882
28915,56731,Jessica Alba,8,0.23529411764705882
37862,2207,Lois Smith,8,0.23529411764705882
30087,47296,Jeffrey Dean Morgan,8,0.23529411764705882
32901,22132,M.C. Gainey,8,0.23529411764705882
31453,33654,Breckin Meyer,8,0.23529411764705882
33506,19274,Seth Rogen,8,0.23529411764705882
32902,22131,J.T. Walsh,8,0.23529411764705882
25688,81000,Sergey Garmash,8,0.23529411764705882
38445,650,Karen Allen,8,0.23529411764705882
34870,12931,Rita Wilson,8,0.23529411764705882
33541,19152,Dylan Baker,8,0.23529411764705882
38067,1735,Frank McRae,8,0.23529411764705882
38673,32,Robin Wright,8,0.23529411764705882
25966,79025,Don McManus,8,0.23529411764705882
