Crew_ID,Crew_Name,Num
11099,Dante Spinotti,4
376,Arnon Milchan,4
40796,David Appleby,4
84348,Jason Blum,4
69845,Robert Budreau,3
228762,Stevan Filipović,3
9251,Marc Shaiman,3
5666,Mark Mothersbaugh,3
1565667,Laura Lilley,3
1427435,Mark Sahagun,3
68994,Ron Fricke,3
1547309,Mark Ulano,3
2228,Sean Penn,3
1462845,Martín Hernández,3
16483,Sylvester Stallone,3
46589,Mary Claire Hannan,3
66806,Whitley Strieber,3
668,Mary Selway,3
1262,Mali Finn,3
5914,Mary Vernieu,3
4308,Russell Harlan,3
23788,Matthew W. Mungle,3
91115,Kyle Rudolph,3
74342,Melisa Wallack,3
9217,Lalo Schifrin,3
1412452,Kelly Cabral,3
27991,Stuart Gordon,3
2545,Lawrence Bender,3
13931,Tom Priestley Jr.,3
3769,Michael Ballhaus,3
138322,Victor Nunez,3
4767,Michael De Luca,3
10632,M. James Arnett,3
11818,Michael Diner,3
149,Robert Richardson,3
69678,Michael G. Wilson,3
16177,Ron Bartlett,3
92377,Lee Dichter,3
1378218,Ronald S. Baratie,3
240779,Michael Schlingmann,3
552561,Sôichi Umezawa,3
434,Lisa Beach,3
436,Sarah Katzman,3
1378171,"Kevin OConnell""",3
3285,Seamus McGarvey,3
60962,Mike Clattenburg,3
1031475,Shiraz Ahmed,3
16736,Lon Bender,3
2042,Stephen Hopkins,3
58987,Mike Jefferies,3
928942,Steve Maslow,3
53178,Mike Tollin,3
95510,Sujoy Ghosh,3
1403641,Mike Valentine,3
6584,Terence Marsh,3
6044,Mindy Marin,3
68602,Tom Rosenberg,3
24310,Mitchell Amundsen,3
1437193,Lauren Hadaway,3
11874,Neal H. Moritz,3
81538,Wayne Fitzgerald,3
82194,Neill Blomkamp,3
30918,William D. Gordean,3
9040,Newton Thomas Sigel,3
11614,M. Night Shyamalan,3
16363,Nina Gold,3
61,Robert Mark Kamen,3
9248,Nora Ephron,3
4611,Mace Neufeld,3
1384361,Norma Hill-Patton,3
112674,Rolf de Heer,3
1152,Oliver Stone,3
92371,Ron Bochar,3
2953,Lora Kennedy,3
548437,Kimaree Long,3
1473444,Paul Aulicino,3
1720,Ronna Kress,3
19290,Paul Cameron,3
54419,Ryan Kavanaugh,3
47773,Paul Mazursky,3
8408,Salvatore Totino,3
19689,Paul Schnee,3
7623,Sam Raimi,3
4061,Louise Frogley,3
1334493,Sarah Robinson,3
56947,Peggy Rajski,3
7229,Marco Beltrami,3
1548698,Pete Anthony,3
1390523,Sean Garnhart,3
40823,Peter Burgis,3
7068,Sheldon Kahn,3
9573,Peter Deming,3
5281,Spike Lee,3
1395023,William R. Dean,3
4319,Stacy Peralta,3
41898,Kate J. Sullivan,3
1413453,Stephen P. Robinson,3
11372,Peter Teschner,3
7537,Steve Boeddeker,3
1401593,Phil Pastuhov,3
488,Steven Spielberg,3
1613286,Philip Alton,3
2995,Stuart H. Pappé,3
15841,William Goldenberg,3
189111,Suzanne Collins,3
35664,William M. Elvin,3
1214471,Ted Mann,3
57673,Kevin Reher,3
57130,Todd Phillips,3
17211,Randall Emmett,3
92302,Tom Reta,3
1477203,Luca Marco Paracels,3
3119,Lance Brown,3
94456,Kevin Scott Frakes,3
80602,Tyler Perry,3
71943,Reggie Rock Bythewood,3
7200,Lauren Shuler Donner,3
1344842,Renetta G. Amador,3
1324,Victoria Burrows,3
671,Richard L. Anderson,3
577468,Wayne Pashley,3
2163,Richard LaGravenese,3
1562007,Will Allen,3
3394,Lynzee Klingman,3
4140,Mark Isham,3
6192,Rita Ryack,3
642,Laura Lau,3
128,Philippa Boyens,3
8524,Peter Lamont,3
11011,Zak Penn,3
2044,Peter Levy,3
1552062,Peter J. Devlin,3
2152,Alan Ball,3
7,Andrew Stanton,3
3275,Jane Jenkins,3
8217,Conrad L. Hall,3
1534970,Chris Samp,3
1403537,Cosmas Paul Bolger Jr.,3
1007395,J.J. Makaro,3
21684,Bong Joon-ho,3
1201,Garry Marshall,3
1406825,Craig Mann,3
68993,Godfrey Reggio,3
14089,Dale Launer,3
8485,Harper Lee,3
15780,Dan St. Pierre,3
8384,Anna Pinnock,3
16379,Bret Easton Ellis,3
20561,James Gray,3
65327,Daniel Chuba,3
34526,Fred Arbegast,3
57132,Daniel Goldberg,3
143919,Gary Gegan,3
531,Danny Elfman,3
1394942,Glenn Foerster,3
11091,Brett Ratner,3
1371064,Gregg Barbanell,3
11269,Dario Marianelli,3
6688,Anna B. Sheppard,3
3192,Billy Hopkins,3
14764,Christopher Assells,3
4723,Brian Helgeland,3
190,Clint Eastwood,3
1403415,David B. Nowell,3
16551,Ilona Herman,3
64141,David Gordon Green,3
17496,Jacques Audiard,3
5602,David Lynch,3
21118,James Muro,3
1115736,Bruce Stambler,3
16534,Janice Hampton,3
1538090,David Nichols,3
1342658,Frederick H. Stahly,3
5490,David Rubin,3
10965,Chris Columbus,3
1031811,Andrew DeCristofaro,3
77003,"Gavin OConnor""",3
10878,Andrew MacRitchie,3
10953,Gilbert Adler,3
495,Debra Zane,3
21322,Glenn Garland,3
5584,Dennis Virkler,3
10765,Andrzej Bartkowiak,3
12131,Derek R. Hill,3
1412990,Gregory Lundsgaard,3
1400408,Diyah Pera,3
16830,Boaz Davidson,3
1398934,Jaromir Sedina,3
1524,Harold Ramis,3
1408301,Jason W. Jennings,3
3687,Harry Cohen,3
2352,Jean-Jacques Annaud,3
2949,Alexandre Desplat,3
1447473,Jeff Johnson,3
10903,Henning Molfenter,3
880,Ben Affleck,3
1455294,Hope Slepak,3
1416584,Bruno Van Zeebroeck,3
9856,Ian Fleming,3
474,Jina Jay,3
81476,Ariel Vromen,3
71797,Alex Gibney,3
1393300,Jack Stew,3
2287,Bill Butler,3
113194,James Bamford,3
1325,John Hubbard,3
1400535,Colin Anderson,3
21514,Chris Boardman,3
1405241,Adam Dale,3
65377,Bernie Goldmann,3
2874,Janet Hirshenson,3
19872,Andrew McAlpine,3
55710,Adam McKay,3
664,Frank Marshall,3
52989,John Penotti,3
1447474,Jay Jackson,3
116804,John Scheinfeld,3
12865,Jeff Gourson,3
10725,Jon Gregory,3
6348,Jeffrey Kurland,3
33300,Jonathan King,3
1380479,Jeremy Peirson,3
1412188,Judith A. Cory,3
16737,Jim Weidman,3
7182,Elmer Bernstein,3
18311,Joe Roth,3
41592,Andrew Max Cahn,3
1091,Joel Silver,3
1224,Ethan Coen,3
2043,John Davis,3
1393455,Eva Z. Cabrera,3
83087,John Kwiatkowski,3
60385,Fontaine Beauchamp Hebb,3
561,John Papsidera,3
232898,Frédéric Jardin,3
126,Fran Walsh,3
46592,Domenic Silvestri,3
1241,John Turturro,3
930016,Dror Mohar,3
21635,Jonathan Glickman,3
53680,Elaine Grainger,3
8166,Juan Peralta,3
2242,Ellen Lewis,3
7735,Ellen Mirojnick,3
15005,Don Zimmerman,3
42267,Randy Thom,2
1416565,Suzanne Bell,2
1553244,Scott M. Robinson,2
1328137,Kendelle Elliott,2
14536,Victor J. Kemper,2
1405235,Kerry Dean Williams,2
3276,Roger Mussenden,2
61360,Kevan Van Thompson,2
4581,Steve Coogan,2
1569802,Kevin Abercrombie,2
72264,Tim Orr,2
16467,Kevin Constant,2
1317,Philip Ivey,2
10850,Kevin Feige,2
64735,Rob Hedden,2
55638,Kevin Hart,2
14716,Kathy Durning,2
1680435,Kevin Houlihan,2
235120,Shou Tajima,2
18846,Kevin Loader,2
38411,Steven J. Jordan,2
8300,Kevin Reynolds,2
236696,Terry Notary,2
32796,Kevin Tent,2
1413041,Keith Mason,2
176246,Kevin Yagher,2
5655,Wes Anderson,2
1418491,Kim Berner,2
1039530,Radio Silence,2
1378716,Kimberly French,2
1918,Richard Halsey,2
1408192,Kirk R. Gardner,2
3032,Robert Leighton,2
1332515,Klemens Becker,2
21634,Ross LaManna,2
3685,Koko Maeda,2
1408178,Sanna Seppanen,2
1457713,Laine Trzinski,2
91095,Sean Rowe,2
57154,Lance Hool,2
9769,Stanley Clarke,2
1399582,Lara Fox,2
1411244,Steve Little,2
7481,Laray Mayfield,2
225208,Keith Bearden,2
1335127,Larry Blake,2
43652,Takashi Yamazaki,2
1408825,Larry D. Horricks,2
13457,Thomas L. Fisher,2
983118,Larry McConkey,2
1496,Tod Browning,2
1455541,Larry White,2
107730,Tran Anh Hung,2
79056,Lasse Åberg,2
56231,Vincent Tabaillon,2
591994,Jun Lana,2
933,William Nicholson,2
1408855,Laura Miles,2
1364412,Piero Mura,2
38022,Lauren E. Polizzi,2
113052,Randall Guth,2
1532248,June Brickman,2
41670,Rebecca Miller,2
1392901,Lauren Stephens,2
1398932,Rick Forsayeth,2
10685,Laurence Mark,2
5667,Robert D. Yeoman,2
5387,Lawrence Sher,2
24,Robert Zemeckis,2
3904,Lee Smith,2
14351,Roque Baños,2
964601,Leigh Leverett,2
1395368,Russell Engels,2
19993,Leo Davis,2
233072,Sandeep Shirodkar,2
1273377,Leo J. Napolitano,2
1419105,Scott Garfield,2
30257,Leo Shuken,2
74619,Sean Anders,2
28163,Lesley Beale,2
1486764,Shari L. Carpenter,2
11708,Leslie Dixon,2
423177,Sonny Burke,2
6191,Leslie E. Rollins,2
1377131,Stephen S. Campanelli,2
23972,Leslie McDonald,2
1406116,Steve Griffith,2
56765,Leslie Shatz,2
72757,Steve McQueen,2
1464787,Liisa Cohen,2
2484,Steven Rosenblum,2
1408293,Linda D. Flowers,2
1342629,Susan Bierbaum,2
948,Lisa Gerrard,2
92467,Syd Dutton,2
1319844,Lisa Lovaas,2
494,Terri Taylor,2
61485,Lisa Thompson,2
10572,Theodore Shapiro,2
1110536,Liu Zhenyun,2
101542,Ti West,2
1326,Liz Mullane,2
51449,Timothy M. Bourne,2
940795,Lloyd Fonvielle,2
21061,Tom Epperson,2
1249773,Lois Burwell,2
91882,Tony Currie,2
65937,Jussi Tegelman,2
1453944,Tyler DeLisle,2
1327030,Lora Hirschberg,2
547,Victoria Thomas,2
10952,Lorenzo di Bonaventura,2
2212,Walter F. Parkes,2
1431055,Lori Arnold,2
66167,William C. Carruth,2
929145,Lorne Balfe,2
120232,Yuri Korotkov,2
18865,Louis Leterrier,2
114629,Philippe Mora,2
9043,Louise Mingenbach,2
89154,Prabhu Deva,2
92015,Lu Chuan,2
2095,Ralph Winter,2
52682,Luca Mosca,2
20540,Randi Hiller,2
1113,Lucinda Syson,2
1393390,Ray McIntyre Jr.,2
37493,Luis García Berlanga,2
1400537,Richard Ford,2
3358,Lyle R. Wheeler,2
9858,Richard Maibaum,2
1370916,Lyn Matsuda Norton,2
9617,Katherine James,2
90492,Lynn Shelton,2
1403432,Robert A. Blackburn,2
1289047,Justin Raleigh,2
1125866,Robert Hopes,2
1419924,Maarten Hofmeijer,2
11359,Robert Tapert,2
8383,Maggie Gray,2
1522736,Kathleen Rosen,2
15150,Maggie Wilde,2
84691,Ron Fury,2
110695,Majid Majidi,2
13588,Rosemary Brandenburg,2
12180,Mamoru Oshii,2
40754,Roxy Konrad,2
41795,Manny Coto,2
19156,Kathy Driscoll,2
13177,Marc Fishman,2
136,Sam Mercer,2
552983,K.K. Senthil Kumar,2
2396,Sandy Veneziano,2
51557,Marcia Ross,2
1310,Saul Zaentz,2
1380001,Marcus Pohlus,2
1431104,Scott Irvine,2
557528,"Margie OMalley""",2
2997,Scott Rudin,2
15843,Margie Stone McShirley,2
81199,Sean McGinly,2
1319135,Maria Baker,2
9264,Sergio Mimica-Gezzan,2
38415,Mario Iscovich,2
1091813,Shawna Trpcic,2
3806,Marion Dougherty,2
1102816,Simon Jayes,2
1407696,Marisa Clayton,2
1800285,Stan Taylor,2
1398460,Mark Allen,2
8747,Stephen McEveety,2
46088,Mark Canton,2
106962,Steve Bissinger,2
33541,Mark Christopher,2
322,Steve Golin,2
1372838,Mark Gordon,2
97724,Steve Johnson,2
5162,Mark Johnson,2
67773,Steve Martin,2
1387259,Kanani Wolf,2
8751,Steve Mirkovich,2
4486,"Mark OKeefe""",2
16368,Steven Price,2
9493,Mark Peterson,2
2523,Stuart Baird,2
1408179,Kandace Loewen,2
23773,Stuart Rose,2
5583,Mark Stevens,2
86907,Susan E. Novick,2
24309,Mark Vahradian,2
4023,Suzanne Smith,2
1550284,Mark Van Loon,2
544134,Sylvia Soska,2
10058,Mark Victor,2
5287,Terence Blanchard,2
54050,Mark Waters,2
11452,Terry Hayes,2
1340737,Marti D. Humphrey,2
3661,Thelma Schoonmaker,2
1049770,Martin Bernfeld,2
1412242,"Thom Coach Ehle""",2
10972,Martin Cantwell,2
1380036,Thomas Saccio,2
58809,Martin Kitrosser,2
1394719,Tim Caplan,2
18854,Martin Ritt,2
238822,Timothy A. Chey,2
1032,Martin Scorsese,2
2219,Tobey Maguire,2
1545448,Mary Ramos,2
66605,Todd Solondz,2
5604,Mary Sweeney,2
19691,Tom Hannam,2
7418,Mary Zophres,2
4499,Tom Shadyac,2
33678,Maryse Alberti,2
1148341,Toshihiko Nishikubo,2
52446,Mason Novick,2
6923,Troy Sizemore,2
50517,Mathieu Vadepied,2
42030,Keith VanderLaan,2
66681,Matt Bettinelli-Olpin,2
112656,Victoria Down,2
5741,Matt Groening,2
235958,Viktor Shamirov,2
1520683,Matt Russell,2
7765,Walon Green,2
7859,Matt Sweeney,2
154,Walter Murch,2
1424694,Matthew Moriarty,2
83467,William A. Graham,2
1450271,Matthew Ross,2
1403199,"William Fleet Eakland""",2
112014,Matthew Sand,2
6444,Yohei Taneda,2
2704,Maurice Jarre,2
1427849,Zoe Morgan,2
132251,Maurice Ransford,2
112746,Philippe Caland,2
110564,Maurice Sendak,2
1401857,Phillip Dawe,2
2461,Mel Gibson,2
1409237,Pimentel A. Raphael,2
1186280,Melanie Jones,2
33443,Kate Evans,2
1345613,Melanie Mascioli,2
73137,Ralph Sall,2
17233,Melissa Kent,2
81045,Julien Maury,2
1172414,Melissa Moseley,2
52161,Randall Poster,2
1378755,Melissa Sherwood Hofmann,2
1447368,Randy Sanchez,2
1337461,Michael Barry,2
71556,Ray Angelic,2
7493,Michael Berenbaum,2
1208435,Rebecca DeHerrera,2
19016,Michael Brook,2
16938,Renny Harlin,2
1463139,Karen Dawson,2
1395365,Richard Friedlander,2
5011,Michael Doven,2
1553245,Richard J. Cartwright,2
1701247,Michael G. Kehoe,2
12772,Rick Barker,2
1401105,Michael Gleason,2
1367362,Rick Owens,2
10056,Michael Grais,2
18878,Rob Cohen,2
6011,Michael Haneke,2
1235078,Robby London,2
1560110,Michael Hatzer,2
1417218,Robert Boocheck,2
1378226,Michael Herbick,2
43393,Robert Folk,2
1352966,Michael Hertlein,2
83986,Robert Kaufman,2
58362,Michael Hilkene,2
8482,Robert Mulligan,2
1573115,Michael Kory,2
1360097,Robert Troy,2
8380,Michael Lamont,2
1412187,Roddy Stayton,2
1400738,Karen Golden,2
7017,Roger Michell,2
40513,Michael Paseornek,2
1183391,Ron Batzdorff,2
1827747,Karen Hartley,2
53677,Ronnie Screwvala,2
6801,Michael Seirton,2
11822,Rose Marie McSherry,2
1404235,Michael Singer,2
23414,Ross Dempster,2
60102,Michael Wandmacher,2
91915,Ross Reynolds,2
1525145,Michelle Chung,2
7766,Roy N. Sickner,2
5489,Michelle Guish,2
1051,Ruth Morley,2
48498,Mickey Liddell,2
26479,S. S. Wilson,2
558922,Mike Behrman,2
8686,Sacha Gervasi,2
598,Mike Fenton,2
12015,"Sam OSteen""",2
6190,Mike Hill,2
11801,Sandy Reynolds-Wasco,2
65452,Mike Leigh,2
2519,Sanja Milkovic Hays,2
1460899,Mike Roberts,2
7232,Sarah Finn,2
165810,Mike Scully,2
55499,Scott Derrickson,2
23415,Karen L. Matthews,2
4502,Scott Hill,2
92476,Mike Wassel,2
197930,Scott J. Ateah,2
1319743,Mindy Hall,2
20503,Scott Mosier,2
1115051,Mitchell E. Dauterive,2
1035029,Scott Thaler,2
12183,Mitsuhisa Ishikawa,2
7779,Sean Daniel,2
57492,Morgan Spurlock,2
1431089,Sean Oxenbury,2
5359,Mychael Danna,2
1529990,Season Kent,2
1533100,Myra N. Foy,2
129718,Shana Feste,2
75081,Nana Fischer,2
91144,Shawn Murphy,2
1378677,Nancy Anna Brown,2
7234,Shepherd Frankel,2
4952,Nancy Foy,2
233068,Siddharth Roy Kapur,2
8220,Naomi Shohan,2
9619,Skip Lievsay,2
1051209,Nataša Vranješ,2
5953,Spike Jonze,2
963497,Natalie Lyon,2
51689,Stan Wlodkowski,2
1724200,Nathalie Vierny,2
5582,Stephen Goldblatt,2
19659,Nathan Barr,2
1611737,Kazuo Komatsubara,2
15327,Nathan Crowley,2
59363,Stephen Schaffer,2
979698,Neal Callow,2
4018,Steve Christian,2
584535,Neil Simon,2
68441,Steve Gainer,2
8864,Karen Rea,2
1551840,Steve Griffen,2
19542,Nelson Shin,2
18264,Steve Jablonsky,2
1322,Ngila Dickson,2
4485,Steve Koren,2
1027825,Niall Moroney,2
1407878,Steve Mann,2
1745243,Nicholas Breslin,2
1389621,Keith Adams,2
1547379,Nicholas Meyers,2
58712,Steve Miner,2
1346943,Nick Allder,2
1412228,Steve Nelson,2
36657,Nick Gottschalk,2
10788,Steven Lawrence,2
3310,Nick Moore,2
1202,Steven Reuther,2
137392,Nickolas Perry,2
2260,Steven Zaillian,2
95142,Nikoletta Skarlatos,2
76418,Stuart Gillard,2
12758,Noëlle Boisson,2
25058,Stuart Levy,2
1394972,Norbert Kaluza,2
73021,Sue Baden-Powell,2
391,Norman Garwood,2
37162,Susan Downey,2
16593,O. Nicholas Brown,2
20172,Susan Lyall,2
56710,Oliver Parker,2
1461177,Suzanne Hanover,2
16425,Oliver Stapleton,2
69105,Sy Bartlett,2
11409,Oliver Wood,2
6160,Sylvia Nasar,2
16734,Olivia Bloch-Lainé,2
1693276,Takashi Watabe,2
84426,Olivier Nakache,2
20822,Teddy Castellucci,2
1567186,Otto Bell,2
22672,Terrence E. McNally,2
887,Owen Wilson,2
1532597,Terry Anderson,2
1431099,Pamela Cameron,2
10707,Terry Jones,2
1406395,Pamela Choules,2
74978,Terry Porter,2
1405233,Pamela Kahn,2
10815,Theo van de Sande,2
1568468,Pascal Rigaud,2
19619,Thierry Potok,2
35166,Pat Tagliaferro,2
8573,Thomas J. Wright,2
1331823,Pato Guzman,2
153,Thomas Newman,2
1391398,Patricia Carlin,2
9639,Thomas Valentine,2
548432,Patrick Cyccone Jr.,2
8222,Julie Weiss,2
9152,Patrick Doyle,2
56728,Tim Herlihy,2
1377293,Karen Vassar Triest,2
52994,Tim Williams,2
19863,Patrick M. Sullivan Jr.,2
1037977,Timothy Armstrong,2
57465,Patrick McCormick,2
1569836,Timothy McCrary,2
1453321,Patti Hawn,2
10830,Toby Emmerich,2
1454287,Paul Aiello,2
11814,Todd Garner,2
1406190,Paul Apted,2
1175207,Tom DeCerchio,2
56147,Paul Brizzi,2
31,Tom Hanks,2
1434864,Paul Carter,2
3996,Tom Johnson,2
1338221,Paul Cotterell,2
68040,Keith Mitchell,2
1403762,Paul Edwards,2
1392587,Tom Still,2
55500,Paul Harris Boardman,2
29217,Tony Gardner,2
33096,Paul Maslansky,2
1402475,Traci E. Smithe,2
10816,Paul Rubell,2
7020,Trevor Jones,2
18344,Paul Schiff,2
1334496,Ty Teiger,2
19045,Paul Sylbert,2
751,Valorie Massalas,2
1565714,Paula Anhesini,2
1418353,Vicki Syskakis,2
1569847,Paula Bonhomme,2
3188,Victor Kempster,2
1701216,Pauline Hume,2
13168,Victoria Rose Sampson,2
91366,Penny Perry,2
1407721,Victoria Wood,2
14765,Per Hallberg,2
1327027,Vincent Cirelli,2
1186631,Pete Shilaimon,2
92332,Waldo Sanchez,2
8554,Peter Benchley,2
6835,Walter Bernstein,2
7239,Peter Brown,2
9587,Walter M. Scott,2
6875,Peter Honess,2
59767,Warren Coleman,2
15014,Peter Jamison,2
23659,Will Ferrell,2
16589,Peter MacDonald,2
1431100,William Bartlett,2
1389614,Peter Michael Sullivan,2
10629,William Cruse,2
3064,Peter Mullan,2
44765,William Lustig,2
71127,Peter Zuccarini,2
5231,Wolfgang Petersen,2
1392101,Petra Holtorf,2
1463784,Yuhon Ng,2
10709,Phil Meheux,2
1525146,Zak Faust,2
1423984,Karuna Karmarkar,2
1430470,Zoey Stones,2
1192700,George Drakoulias,2
2689,Jeff Nathanson,2
1423985,Hunter Brown,2
6891,Andreas Grosch,2
1141534,John Richards,2
22038,Carey Hayes,2
1028445,Hajime Ohata,2
1342654,Carl Fischer,2
59806,James R. Silke,2
21712,Carl Franklin,2
13458,Joel Kramer,2
122607,Carla Meyer,2
1318886,Joyce Kogut,2
1393329,Carmila Gittens,2
33651,Alexander Gruszynski,2
1355529,Carol Kiefer,2
64829,Heather Hach,2
556165,Caroline Bottaro,2
52609,Breck Eisner,2
1447375,Caroline Cruikshank,2
1352979,Adam Milo Smalley,2
16887,Carsten Richter,2
1399326,Jim Henrikson,2
1225,Carter Burwell,2
16498,John Hartigan,2
13864,Cary Odell,2
17520,Cédric Klapisch,2
1322089,Cha Blevins,2
95834,Gary Krause,2
22039,Chad Hayes,2
1463801,Giselle Spence,2
585272,Adam Rapp,2
17649,Alexander Witt,2
80215,Charles Stone III,2
1119658,Harold Parker,2
1328412,Charles Varga,2
62739,Herb Gains,2
65401,Charlie Peters,2
897,Bonnie Timmermann,2
9583,Charlie Revai,2
22706,James Gorman,2
10905,Charlie Woebcken,2
60440,Brian Bird,2
1431053,Chris Anderson,2
16538,Jean Burt Reilly,2
229908,Chris Beach,2
14800,Jennifer Chambers Lynch,2
1407842,Andrew D. Wilson,2
588604,Jo Beckett,2
1392609,Chris Burdon,2
1438571,Bruce Fortune,2
1471947,Chris Carreras,2
932,John Logan,2
19292,Adam Sandler,2
491,John Williams,2
1401109,Chris Haarhoff,2
8681,Joseph A. Porro,2
1405382,Chris Hogan,2
12881,Gary Goldman,2
1408706,Chris McGeary,2
8162,Gary Scott Thompson,2
28636,Andrew Laws,2
45838,George Parra,2
91931,Chris Silver Finigan,2
1387195,Adam Jenkins,2
1364417,Christian P. Minkler,2
9645,Greg Gardiner,2
1096860,Christian Zimmermann,2
1389611,Gretchen Engel,2
1384398,Christine Wilson,2
879,Billy Bob Thornton,2
1313,Andrew Lesnie,2
5553,Harry Gregson-Williams,2
58988,Adrian Butchart,2
2324,Heidi Levitt,2
7414,Christopher Greenbury,2
1453943,Howard R. Campbell,2
13524,Christopher Guest,2
43863,Igo Kantor,2
49911,Christopher Lennertz,2
1417879,Brad Grimmett,2
1377218,Christopher Neely,2
53841,Brendan Galvin,2
1400906,Christopher Scarabosio,2
3388,James L. Brooks,2
5361,Christopher Tellefsen,2
19309,Jan K. Bergstrom,2
1367494,Ai-Ling Lee,2
1378220,Jason Bedig,2
26713,Chuck Russell,2
73345,Jay Chattaway,2
1394724,Chuck Zlotnick,2
1447310,Jeannine Berger,2
119179,Cindy Tolan,2
1403083,Jeffrey Schlatter,2
11201,Claude Zidi,2
1449180,Jerry DeBlau,2
70890,Adam Green,2
91069,Brick Mason,2
91932,Cliff Fleming,2
57601,Joe Medjuck,2
1631516,Cliff Lanning,2
7793,John Bloomfield,2
1409257,Andrew Mueller,2
10497,John Fenner,2
1357043,Clint Wallace,2
1227175,John Joseph Thomas,2
18617,Colby Parker Jr.,2
9039,John Ottman,2
79683,Andrew Neel,2
1227,John S. Lyons,2
557,Colleen Atwood,2
4446,Jon Kilik,2
1328138,Connie Parker,2
1133339,Jordi Gasull,2
1546457,Andrew Silver,2
7531,Joseph P. Reidy,2
57153,Conrad Hool,2
58063,Judy Morris,2
162931,Al Jean,2
1770976,Gary Hutchings,2
1357067,Corey Bronson,2
1552051,Gary R. Wordham,2
2723,Adam Greenberg,2
673,Bernd Eichinger,2
1324192,Courtney Hoffman,2
223,Alejandro González Iñárritu,2
1460599,Andy Asperin,2
1380314,Gerard Stembridge,2
18369,Craig Binkley,2
1448999,Beth S. Morris,2
50767,Craig Gillespie,2
1334183,Glenn Woodruff,2
1232361,Andy Hamilton,2
23420,Bill Carraro,2
1707448,Craig S. Jaeger,2
42034,Greg P. Russell,2
1395352,Craig Sost,2
1264,Bill Pankow,2
1391094,Crayton Smith,2
12232,Guy East,2
1444908,Cydney Cornell,2
20638,Han Sanping,2
1393857,D. Chris Smith,2
1081028,Blaine Yorgason,2
1429549,Dale E. Grahn,2
53017,Blake Neely,2
1453929,Andy Hass,2
1535952,Alison E. McBryde,2
55480,Damian Jones,2
40542,Hector Babenco,2
136495,Damien Chazelle,2
1693553,Bob Stoker,2
11815,Dan Kolsrud,2
1524905,Bobbie Blyle,2
20229,Andy Malcolm,2
1400812,Hugh Waddell,2
74811,Dan Wallin,2
1978,Iain Softley,2
1338976,Andy Nelson,2
2210,Bonnie Curtis,2
29018,Dana Goldberg,2
62584,Ivo Cristante,2
9349,Dane A. Davis,2
20821,Jack Giarraputo,2
84061,Daniel Barnz,2
1455486,Jakub Dvorak,2
1420326,Daniel C. McFadden,2
9025,James E. Tocci,2
13224,Andy Potvin,2
1729,James Horner,2
17448,Daniel Clowes,2
1403434,Brett C. Smith,2
1533101,Andy Ross,2
141483,Jamie Dixon,2
1378227,Daniel J. Leahy,2
1487709,Jane Clive,2
1454410,Daniel Lindsey,2
1443386,Brian Fee,2
6189,Daniel P. Hanley,2
1391732,Jason Ewart,2
1392085,Daniel S. Irwin,2
